ping_time,Abundance,Inertia,CenterOfMass
2018-03-12 00:00:00,-14.571471,1000.6205674954332,130.81411790221944
2018-03-12 01:00:00,-12.99872,996.7851033730287,110.33019248270611
2018-03-12 02:00:00,-10.914757,971.6015213168458,108.74912066345325
2018-03-12 03:00:00,-12.678517,1512.0364048018353,107.85494310957398
2018-03-12 04:00:00,-22.38738,1461.2765292818103,72.23059735733247
2018-03-12 05:00:00,-14.200903,1249.8666065987427,69.85575352046837
2018-03-12 06:00:00,-10.321984,2623.7888691329,91.11996396602461
2018-03-12 07:00:00,-28.373867,3050.369945784359,125.46277877593005
2018-03-12 08:00:00,-10.827623,2487.8572911231768,123.69016964709277
2018-03-12 09:00:00,-24.735373,2098.86991116659,140.80212433248528
2018-03-12 10:00:00,-11.24098,2031.5974813069101,142.0643098349761
2018-03-12 11:00:00,-34.32176,2714.285379600881,127.253556262015
2018-03-12 12:00:00,-32.284073,2489.4833804562068,110.57727233063284
2018-03-12 13:00:00,-30.477514,2410.2976235273586,114.82832749347622
2018-03-12 14:00:00,-29.169804,2109.127973952287,85.77600229467805
2018-03-12 15:00:00,-23.894709,2463.941558210937,129.8235665110028
2018-03-12 16:00:00,-24.743656,1802.385350671875,150.38617032765367
2018-03-12 17:00:00,-10.062283,1514.5980488305113,140.48360951292864
2018-03-12 18:00:00,-27.344395,938.1950887290525,146.45517966825975
2018-03-12 19:00:00,-23.954115,1555.45890692317,142.37222248976246
2018-03-12 20:00:00,-20.571737,1546.836605872285,150.76992612491506
2018-03-12 21:00:00,-20.241646,1541.9213630750241,146.960081560297
2018-03-12 22:00:00,-21.40411,1694.2256872305018,140.9203690580025
2018-03-12 23:00:00,-20.835417,1303.563303005407,142.7129016908387
2018-03-13 00:00:00,-22.701172,1205.322733783076,142.75720500675192
2018-03-13 01:00:00,-21.887636,1738.8623008316185,116.65646718052346
2018-03-13 02:00:00,-24.683777,1208.7151620997106,149.12656154810406
2018-03-13 03:00:00,-19.565508,1482.2689459331411,144.37962863574376
2018-03-13 04:00:00,-21.07506,2374.812992834306,137.0347118602211
2018-03-13 05:00:00,-25.121805,3451.4520115331334,119.7400202137051
2018-03-13 06:00:00,-27.628181,2553.9943270170356,144.0860931616782
2018-03-13 07:00:00,-23.105965,2334.771321942672,153.6079394178189
2018-03-13 08:00:00,-32.441566,2050.7986873419477,148.37254695976836
2018-03-13 09:00:00,-20.792439,2527.5883462127767,132.44557199001912
2018-03-13 10:00:00,-28.705719,3090.3472901355494,118.33410563597468
2018-03-13 11:00:00,-29.386765,2509.023145546254,146.6179281378541
2018-03-13 12:00:00,-23.190481,2125.2900576237507,133.23440684503527
2018-03-13 13:00:00,-32.55088,2319.779841327824,147.51565531758712
2018-03-13 14:00:00,-29.844135,2343.8659503840386,145.31785315036132
2018-03-13 15:00:00,-15.7186365,2288.425413053757,141.4026710759718
2018-03-13 16:00:00,-29.380653,3167.9978374728653,126.78004946867023
2018-03-13 17:00:00,-22.81652,2266.1963252716714,130.85580116480935
2018-03-13 18:00:00,-21.78484,1740.1322829110306,141.53279427209617
2018-03-13 19:00:00,-27.77735,2253.86044055663,137.28448080226275
2018-03-13 20:00:00,-17.965197,1876.4237649829142,128.02692438614963
2018-03-13 21:00:00,-18.066904,2121.1214857368755,130.73164559523127
2018-03-13 22:00:00,-23.125704,2382.44363394492,106.34161760916072
2018-03-13 23:00:00,-17.328773,1430.4012626498074,134.63325711043947
2018-03-14 00:00:00,-14.981041,1763.5345997370823,114.09280185069869
2018-03-14 01:00:00,-17.003908,1639.974144408994,133.38113017321828
2018-03-14 02:00:00,-17.105398,1342.2919344756942,130.91580565166868
2018-03-14 03:00:00,-15.638875,1370.6209790994399,139.35885185294984
2018-03-14 04:00:00,-19.04191,1658.095835517592,144.6844622088845
2018-03-14 05:00:00,-14.806242,2053.2779033321194,152.52490353775727
2018-03-14 06:00:00,-30.797235,2282.980489830646,153.00609850172913
2018-03-14 07:00:00,-26.044397,2925.8873843744213,142.91521189474673
2018-03-14 08:00:00,-24.338833,3055.9181878866543,137.56858488035937
2018-03-14 09:00:00,-17.433971,2361.5717712238866,145.68195035438194
2018-03-14 10:00:00,-21.380693,2679.2922485114536,144.97231557023417
2018-03-14 11:00:00,-10.487547,2307.1057886646604,143.467016273826
2018-03-14 12:00:00,-27.394476,2057.263614676891,161.41627990297758
2018-03-14 13:00:00,-29.879196,2342.4181077364865,161.76360255465443
2018-03-14 14:00:00,-28.22409,2909.089328087918,104.977463775991
2018-03-14 15:00:00,-22.873825,1823.128590947883,78.2079498611287
2018-03-14 16:00:00,-21.317455,1286.1188771947593,83.52202963806278
2018-03-14 17:00:00,-20.121918,820.8547019743319,64.26218255730066
2018-03-14 18:00:00,-18.424366,1438.4369049247368,80.53433957305228
2018-03-14 19:00:00,-17.87921,2084.9810293451064,113.63587377831922
2018-03-14 20:00:00,-20.117561,2203.2191929933942,131.09275961355235
2018-03-14 21:00:00,-18.643948,2072.018702715014,136.77122774332383
2018-03-14 22:00:00,-17.706398,1552.727306744325,127.59210568487603
2018-03-14 23:00:00,-19.520832,1515.636496691666,130.9117046211698
2018-03-15 00:00:00,-17.935537,1719.829146331369,129.1716738393522
2018-03-15 01:00:00,-17.88039,2183.5219692942906,105.9689681212605
2018-03-15 02:00:00,-17.813755,2134.3557184535075,120.59985807704987
2018-03-15 03:00:00,-17.30961,1408.3064048970818,127.0069532348994
2018-03-15 04:00:00,-16.743011,1091.456109273023,141.55496130105047
2018-03-15 05:00:00,-16.658293,1092.2566391575417,159.90258616922222
2018-03-15 06:00:00,-12.012881,1362.9495749452767,148.02492461689224
2018-03-15 07:00:00,-21.806839,1450.2739483917242,162.50240460498952
2018-03-15 08:00:00,-26.653687,1706.6002544047817,150.44313730998977
2018-03-15 09:00:00,-29.553547,1617.2991976047113,145.2761548021444
2018-03-15 10:00:00,-31.261988,2258.9455511179212,144.4739059137745
2018-03-15 11:00:00,-30.99642,2497.3018470702223,144.47569758448674
2018-03-15 12:00:00,-22.54562,2381.103289760985,132.19421781891828
2018-03-15 13:00:00,-17.863026,2279.9995158556894,135.48775667039496
2018-03-15 14:00:00,-29.134457,2874.1849080417282,140.91528687671249
2018-03-15 15:00:00,-20.69805,2645.397951059423,142.4246903837825
2018-03-15 16:00:00,-22.373693,3039.120943838137,126.15406865354839
2018-03-15 17:00:00,-21.157352,2112.929277657586,124.0101003193098
2018-03-15 18:00:00,-22.081202,1804.6705599821028,112.2567939319311
2018-03-15 19:00:00,-22.5401,1993.3659354032181,110.16319224134392
2018-03-15 20:00:00,-19.49063,1292.9936839564004,81.18217710945808
2018-03-15 21:00:00,-20.969315,2226.705489718848,97.18695502818915
2018-03-15 22:00:00,-20.73582,1963.4731767484477,120.32203740519947
2018-03-15 23:00:00,-19.239603,2414.2006600414734,129.7999725516214
2018-03-16 00:00:00,-59.695934,2542.644948790733,124.99625156313797
